State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Uttarakhand,CHAMPAWAT,2012,Rabi       ,Potato,279,2317
Uttarakhand,CHAMPAWAT,2012,Rabi       ,Rapeseed &Mustard,730,692
Uttarakhand,CHAMPAWAT,2012,Rabi       ,Wheat,6943,8909
Uttarakhand,CHAMPAWAT,2012,Summer     ,Maize,13,12
Uttarakhand,CHAMPAWAT,2012,Summer     ,Urad,1,1
Uttarakhand,CHAMPAWAT,2012,Whole Year ,Garlic,172,568
Uttarakhand,CHAMPAWAT,2012,Whole Year ,Ginger,648,3408
Uttarakhand,CHAMPAWAT,2012,Whole Year ,Onion,226,1697
Uttarakhand,CHAMPAWAT,2012,Whole Year ,Sugarcane,9,540
Uttarakhand,CHAMPAWAT,2012,Whole Year ,Turmeric,78,601
Uttarakhand,CHAMPAWAT,2013,Kharif     ,Arhar/Tur,24,5
Uttarakhand,CHAMPAWAT,2013,Kharif     ,Groundnut,132,148
Uttarakhand,CHAMPAWAT,2013,Kharif     ,Horse-gram,229,132
Uttarakhand,CHAMPAWAT,2013,Kharif     ,Maize,632,591
Uttarakhand,CHAMPAWAT,2013,Kharif     ,Other Kharif pulses,1215,1102
Uttarakhand,CHAMPAWAT,2013,Kharif     ,Potato,185,2697
Uttarakhand,CHAMPAWAT,2013,Kharif     ,Ragi,4846,7328
Uttarakhand,CHAMPAWAT,2013,Kharif     ,Rice,6406,9417
Uttarakhand,CHAMPAWAT,2013,Kharif     ,Sesamum,145,25
Uttarakhand,CHAMPAWAT,2013,Kharif     ,Small millets,712,942
Uttarakhand,CHAMPAWAT,2013,Kharif     ,Soyabean,102,100
Uttarakhand,CHAMPAWAT,2013,Kharif     ,Urad,335,175
Uttarakhand,CHAMPAWAT,2013,Rabi       ,Barley,1087,1426
Uttarakhand,CHAMPAWAT,2013,Rabi       ,Gram,6,4
Uttarakhand,CHAMPAWAT,2013,Rabi       ,Masoor,622,635
Uttarakhand,CHAMPAWAT,2013,Rabi       ,Other  Rabi pulses,1,1
Uttarakhand,CHAMPAWAT,2013,Rabi       ,Peas & beans (Pulses),25,22
Uttarakhand,CHAMPAWAT,2013,Rabi       ,Potato,320,4124
Uttarakhand,CHAMPAWAT,2013,Rabi       ,Rapeseed &Mustard,523,540
Uttarakhand,CHAMPAWAT,2013,Rabi       ,Wheat,6971,10463
Uttarakhand,CHAMPAWAT,2013,Summer     ,Maize,4,10
Uttarakhand,CHAMPAWAT,2013,Whole Year ,Garlic,161,219
Uttarakhand,CHAMPAWAT,2013,Whole Year ,Ginger,432,3078
Uttarakhand,CHAMPAWAT,2013,Whole Year ,Onion,216,1581
Uttarakhand,CHAMPAWAT,2013,Whole Year ,Sugarcane,1,57
Uttarakhand,CHAMPAWAT,2013,Whole Year ,Turmeric,110,198
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Arhar/Tur,58,15
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Ginger,694,6878
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Groundnut,26,29
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Horse-gram,721,831
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Maize,563,563
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Other Kharif pulses,645,592
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Pulses total,1887,1851
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Ragi,4336,6405
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Rice,6312,8191
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Sesamum,80,14
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Small millets,944,1302
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Soyabean,348,279
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Sugarcane,9,577
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Total foodgrain,14404,18604
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Urad,825,705
Uttarakhand,CHAMPAWAT,2014,Rabi       ,Barley,900,1192
Uttarakhand,CHAMPAWAT,2014,Rabi       ,Gram,32,20
Uttarakhand,CHAMPAWAT,2014,Rabi       ,Lentil,634,456
Uttarakhand,CHAMPAWAT,2014,Rabi       ,Masoor,634,456
Uttarakhand,CHAMPAWAT,2014,Rabi       ,Other Cereals & Millets,32,33
Uttarakhand,CHAMPAWAT,2014,Rabi       ,Peas & beans (Pulses),52,46
Uttarakhand,CHAMPAWAT,2014,Rabi       ,Potato,140,1803
Uttarakhand,CHAMPAWAT,2014,Rabi       ,Pulses total,913,662
Uttarakhand,CHAMPAWAT,2014,Rabi       ,Rapeseed &Mustard,583,458
Uttarakhand,CHAMPAWAT,2014,Rabi       ,Total foodgrain,8879,13305
Uttarakhand,CHAMPAWAT,2014,Rabi       ,Wheat,7229,11558
Uttarakhand,CHAMPAWAT,2014,Summer     ,Maize,4,10
Uttarakhand,CHAMPAWAT,2014,Summer     ,Total foodgrain,4,10
Uttarakhand,CHAMPAWAT,2014,Whole Year ,Garlic,153,213
Uttarakhand,CHAMPAWAT,2014,Whole Year ,Ginger,465,4609
Uttarakhand,CHAMPAWAT,2014,Whole Year ,Onion,216,1582
Uttarakhand,CHAMPAWAT,2014,Whole Year ,Pulses total,2800,2512
Uttarakhand,CHAMPAWAT,2014,Whole Year ,Rice,6312,8191
Uttarakhand,CHAMPAWAT,2014,Whole Year ,Total foodgrain,23287,31919
Uttarakhand,CHAMPAWAT,2014,Whole Year ,Turmeric,1,2
Uttarakhand,DEHRADUN,2000,Kharif     ,Arhar/Tur,193,107
Uttarakhand,DEHRADUN,2000,Kharif     ,Groundnut,232,190
Uttarakhand,DEHRADUN,2000,Kharif     ,Horse-gram,690,353
Uttarakhand,DEHRADUN,2000,Kharif     ,Maize,11602,19229
Uttarakhand,DEHRADUN,2000,Kharif     ,Moong(Green Gram),2,1
Uttarakhand,DEHRADUN,2000,Kharif     ,Moth,6,2
Uttarakhand,DEHRADUN,2000,Kharif     ,Other Cereals & Millets,147,44
Uttarakhand,DEHRADUN,2000,Kharif     ,Other Kharif pulses,1147,608
Uttarakhand,DEHRADUN,2000,Kharif     ,Potato,246,6376
Uttarakhand,DEHRADUN,2000,Kharif     ,Ragi,2694,4054
Uttarakhand,DEHRADUN,2000,Kharif     ,Rice,13786,25606
Uttarakhand,DEHRADUN,2000,Kharif     ,Sesamum,504,99
Uttarakhand,DEHRADUN,2000,Kharif     ,Small millets,2009,1341
Uttarakhand,DEHRADUN,2000,Kharif     ,Sunflower,8,7
Uttarakhand,DEHRADUN,2000,Kharif     ,Urad,712,338
Uttarakhand,DEHRADUN,2000,Rabi       ,Barley,1050,227
Uttarakhand,DEHRADUN,2000,Rabi       ,Gram,103,77
Uttarakhand,DEHRADUN,2000,Rabi       ,Maize,7,11
Uttarakhand,DEHRADUN,2000,Rabi       ,Masoor,712,406
Uttarakhand,DEHRADUN,2000,Rabi       ,Other  Rabi pulses,5,3
Uttarakhand,DEHRADUN,2000,Rabi       ,other oilseeds,77,54
Uttarakhand,DEHRADUN,2000,Rabi       ,Peas & beans (Pulses),463,321
Uttarakhand,DEHRADUN,2000,Rabi       ,Potato,1000,25920
Uttarakhand,DEHRADUN,2000,Rabi       ,Rapeseed &Mustard,1369,911
Uttarakhand,DEHRADUN,2000,Rabi       ,Wheat,24142,31074
Uttarakhand,DEHRADUN,2000,Whole Year ,Dry ginger,753,7062
Uttarakhand,DEHRADUN,2000,Whole Year ,Garlic,11,20
Uttarakhand,DEHRADUN,2000,Whole Year ,Onion,25,201
Uttarakhand,DEHRADUN,2000,Whole Year ,Sugarcane,64543,3762857
Uttarakhand,DEHRADUN,2000,Whole Year ,Tobacco,23,169
Uttarakhand,DEHRADUN,2000,Whole Year ,Turmeric,13,22
Uttarakhand,DEHRADUN,2001,Kharif     ,Arhar/Tur,162,91
Uttarakhand,DEHRADUN,2001,Kharif     ,Groundnut,232,197
Uttarakhand,DEHRADUN,2001,Kharif     ,Horse-gram,462,208
Uttarakhand,DEHRADUN,2001,Kharif     ,Maize,11527,14420
Uttarakhand,DEHRADUN,2001,Kharif     ,Moong(Green Gram),11,4
Uttarakhand,DEHRADUN,2001,Kharif     ,Other Cereals & Millets,452,136
Uttarakhand,DEHRADUN,2001,Kharif     ,Other Kharif pulses,1134,598
Uttarakhand,DEHRADUN,2001,Kharif     ,Potato,63,1631
Uttarakhand,DEHRADUN,2001,Kharif     ,Ragi,3215,4670
Uttarakhand,DEHRADUN,2001,Kharif     ,Rice,13364,24396
Uttarakhand,DEHRADUN,2001,Kharif     ,Sesamum,540,104
Uttarakhand,DEHRADUN,2001,Kharif     ,Small millets,1667,1430
Uttarakhand,DEHRADUN,2001,Kharif     ,Soyabean,23,14
Uttarakhand,DEHRADUN,2001,Kharif     ,Sunflower,5,5
Uttarakhand,DEHRADUN,2001,Kharif     ,Urad,659,330
Uttarakhand,DEHRADUN,2001,Rabi       ,Barley,999,1530
Uttarakhand,DEHRADUN,2001,Rabi       ,Gram,216,167
Uttarakhand,DEHRADUN,2001,Rabi       ,Linseed,2,1
Uttarakhand,DEHRADUN,2001,Rabi       ,Maize,5,8
Uttarakhand,DEHRADUN,2001,Rabi       ,Masoor,448,259
Uttarakhand,DEHRADUN,2001,Rabi       ,Other  Rabi pulses,94,47
Uttarakhand,DEHRADUN,2001,Rabi       ,other oilseeds,80,57
Uttarakhand,DEHRADUN,2001,Rabi       ,Peas & beans (Pulses),459,300
Uttarakhand,DEHRADUN,2001,Rabi       ,Potato,746,19314
Uttarakhand,DEHRADUN,2001,Rabi       ,Rapeseed &Mustard,1086,727
Uttarakhand,DEHRADUN,2001,Rabi       ,Wheat,24899,43065
Uttarakhand,DEHRADUN,2001,Whole Year ,Dry ginger,679,6355
Uttarakhand,DEHRADUN,2001,Whole Year ,Garlic,9,17
Uttarakhand,DEHRADUN,2001,Whole Year ,Onion,31,249
Uttarakhand,DEHRADUN,2001,Whole Year ,Sugarcane,67615,3941955
Uttarakhand,DEHRADUN,2001,Whole Year ,Tobacco,34,250
Uttarakhand,DEHRADUN,2001,Whole Year ,Turmeric,11,19
Uttarakhand,DEHRADUN,2002,Kharif     ,Arhar/Tur,158,89
Uttarakhand,DEHRADUN,2002,Kharif     ,Groundnut,258,181
Uttarakhand,DEHRADUN,2002,Kharif     ,Horse-gram,511,245
Uttarakhand,DEHRADUN,2002,Kharif     ,Maize,11713,15611
Uttarakhand,DEHRADUN,2002,Kharif     ,Moong(Green Gram),2,1
Uttarakhand,DEHRADUN,2002,Kharif     ,Other Cereals & Millets,324,97
Uttarakhand,DEHRADUN,2002,Kharif     ,Other Kharif pulses,1160,608
Uttarakhand,DEHRADUN,2002,Kharif     ,Potato,279,7224
Uttarakhand,DEHRADUN,2002,Kharif     ,Ragi,2706,3185
Uttarakhand,DEHRADUN,2002,Kharif     ,Rice,13106,25244
Uttarakhand,DEHRADUN,2002,Kharif     ,Sesamum,313,43
Uttarakhand,DEHRADUN,2002,Kharif     ,Small millets,3152,2371
Uttarakhand,DEHRADUN,2002,Kharif     ,Soyabean,8,4
Uttarakhand,DEHRADUN,2002,Kharif     ,Sunflower,24,13
Uttarakhand,DEHRADUN,2002,Kharif     ,Urad,704,288
Uttarakhand,DEHRADUN,2002,Rabi       ,Barley,1256,1988
Uttarakhand,DEHRADUN,2002,Rabi       ,Gram,109,82
Uttarakhand,DEHRADUN,2002,Rabi       ,Linseed,135,38
Uttarakhand,DEHRADUN,2002,Rabi       ,Maize,1,1
Uttarakhand,DEHRADUN,2002,Rabi       ,Masoor,785,397
Uttarakhand,DEHRADUN,2002,Rabi       ,Other  Rabi pulses,13,7
Uttarakhand,DEHRADUN,2002,Rabi       ,Other Cereals & Millets,1,1
Uttarakhand,DEHRADUN,2002,Rabi       ,other oilseeds,46,31
Uttarakhand,DEHRADUN,2002,Rabi       ,Peas & beans (Pulses),540,367
Uttarakhand,DEHRADUN,2002,Rabi       ,Potato,707,18304
Uttarakhand,DEHRADUN,2002,Rabi       ,Rapeseed &Mustard,1252,794
Uttarakhand,DEHRADUN,2002,Rabi       ,Small millets,1,1
Uttarakhand,DEHRADUN,2002,Rabi       ,Wheat,23295,41447
Uttarakhand,DEHRADUN,2002,Whole Year ,Dry ginger,646,6333
Uttarakhand,DEHRADUN,2002,Whole Year ,Garlic,2,4
Uttarakhand,DEHRADUN,2002,Whole Year ,Onion,33,265
Uttarakhand,DEHRADUN,2002,Whole Year ,Sugarcane,6071,334148
Uttarakhand,DEHRADUN,2002,Whole Year ,Turmeric,13,24
Uttarakhand,DEHRADUN,2003,Kharif     ,Arhar/Tur,197,170
Uttarakhand,DEHRADUN,2003,Kharif     ,Groundnut,78,74
Uttarakhand,DEHRADUN,2003,Kharif     ,Horse-gram,430,315
Uttarakhand,DEHRADUN,2003,Kharif     ,Maize,10439,17994
Uttarakhand,DEHRADUN,2003,Kharif     ,Moong(Green Gram),2,1
Uttarakhand,DEHRADUN,2003,Kharif     ,Other Cereals & Millets,1961,1608
Uttarakhand,DEHRADUN,2003,Kharif     ,Other Kharif pulses,1400,647
Uttarakhand,DEHRADUN,2003,Kharif     ,other oilseeds,35,22
Uttarakhand,DEHRADUN,2003,Kharif     ,Ragi,2810,4130
Uttarakhand,DEHRADUN,2003,Kharif     ,Rice,13220,27981
Uttarakhand,DEHRADUN,2003,Kharif     ,Sesamum,185,34
Uttarakhand,DEHRADUN,2003,Kharif     ,Soyabean,11,14
Uttarakhand,DEHRADUN,2003,Kharif     ,Sunflower,10,10
Uttarakhand,DEHRADUN,2003,Kharif     ,Urad,716,281
Uttarakhand,DEHRADUN,2003,Rabi       ,Barley,1301,1250
Uttarakhand,DEHRADUN,2003,Rabi       ,Gram,65,52
Uttarakhand,DEHRADUN,2003,Rabi       ,Masoor,581,304
Uttarakhand,DEHRADUN,2003,Rabi       ,Other  Rabi pulses,2,1
Uttarakhand,DEHRADUN,2003,Rabi       ,Other Cereals & Millets,1,1
Uttarakhand,DEHRADUN,2003,Rabi       ,Peas & beans (Pulses),662,488
Uttarakhand,DEHRADUN,2003,Rabi       ,Rapeseed &Mustard,1207,1073
Uttarakhand,DEHRADUN,2003,Rabi       ,Wheat,25386,41161
Uttarakhand,DEHRADUN,2003,Whole Year ,Dry ginger,1269,10437
Uttarakhand,DEHRADUN,2003,Whole Year ,Onion,81,899
Uttarakhand,DEHRADUN,2003,Whole Year ,Potato,1386,23090
Uttarakhand,DEHRADUN,2003,Whole Year ,Sugarcane,8154,448470
Uttarakhand,DEHRADUN,2003,Whole Year ,Tobacco,4,13
Uttarakhand,DEHRADUN,2004,Kharif     ,Arhar/Tur,68,48
Uttarakhand,DEHRADUN,2004,Kharif     ,Groundnut,252,311
Uttarakhand,DEHRADUN,2004,Kharif     ,Horse-gram,190,143
Uttarakhand,DEHRADUN,2004,Kharif     ,Maize,11500,19106
Uttarakhand,DEHRADUN,2004,Kharif     ,Moong(Green Gram),2,1
Uttarakhand,DEHRADUN,2004,Kharif     ,Other Cereals & Millets,1593,1568
Uttarakhand,DEHRADUN,2004,Kharif     ,Other Kharif pulses,1831,1053
Uttarakhand,DEHRADUN,2004,Kharif     ,other oilseeds,21,13
Uttarakhand,DEHRADUN,2004,Kharif     ,Ragi,2437,3591
Uttarakhand,DEHRADUN,2004,Kharif     ,Rice,12317,23415
Uttarakhand,DEHRADUN,2004,Kharif     ,Sesamum,178,43
Uttarakhand,DEHRADUN,2004,Kharif     ,Soyabean,9,11
Uttarakhand,DEHRADUN,2004,Kharif     ,Urad,810,347
Uttarakhand,DEHRADUN,2004,Rabi       ,Barley,846,1456
Uttarakhand,DEHRADUN,2004,Rabi       ,Gram,42,38
Uttarakhand,DEHRADUN,2004,Rabi       ,Masoor,583,340
Uttarakhand,DEHRADUN,2004,Rabi       ,Other  Rabi pulses,5,4
Uttarakhand,DEHRADUN,2004,Rabi       ,other oilseeds,3,2
Uttarakhand,DEHRADUN,2004,Rabi       ,Peas & beans (Pulses),449,318
Uttarakhand,DEHRADUN,2004,Rabi       ,Rapeseed &Mustard,1304,996
Uttarakhand,DEHRADUN,2004,Rabi       ,Wheat,23608,46131
Uttarakhand,DEHRADUN,2004,Summer     ,Maize,1,2
Uttarakhand,DEHRADUN,2004,Whole Year ,Dry ginger,883,7296
Uttarakhand,DEHRADUN,2004,Whole Year ,Onion,48,495
Uttarakhand,DEHRADUN,2004,Whole Year ,Potato,716,9979
Uttarakhand,DEHRADUN,2004,Whole Year ,Sugarcane,5324,282704
Uttarakhand,DEHRADUN,2004,Whole Year ,Tobacco,5,18
Uttarakhand,DEHRADUN,2005,Kharif     ,Arhar/Tur,141,72
Uttarakhand,DEHRADUN,2005,Kharif     ,Groundnut,143,139
Uttarakhand,DEHRADUN,2005,Kharif     ,Horse-gram,475,296
Uttarakhand,DEHRADUN,2005,Kharif     ,Jowar,3,2
Uttarakhand,DEHRADUN,2005,Kharif     ,Maize,10917,16854
Uttarakhand,DEHRADUN,2005,Kharif     ,Other Cereals & Millets,2043,1466
Uttarakhand,DEHRADUN,2005,Kharif     ,Other Kharif pulses,1223,734
Uttarakhand,DEHRADUN,2005,Kharif     ,other oilseeds,11,4
Uttarakhand,DEHRADUN,2005,Kharif     ,Ragi,2692,3589
Uttarakhand,DEHRADUN,2005,Kharif     ,Rice,12344,25667
Uttarakhand,DEHRADUN,2005,Kharif     ,Sesamum,168,50
Uttarakhand,DEHRADUN,2005,Kharif     ,Soyabean,5,4
Uttarakhand,DEHRADUN,2005,Kharif     ,Sunflower,2,2
Uttarakhand,DEHRADUN,2005,Kharif     ,Urad,750,451
Uttarakhand,DEHRADUN,2005,Rabi       ,Barley,1052,734
Uttarakhand,DEHRADUN,2005,Rabi       ,Gram,37,28
Uttarakhand,DEHRADUN,2005,Rabi       ,Masoor,565,294
Uttarakhand,DEHRADUN,2005,Rabi       ,Other  Rabi pulses,4,2
Uttarakhand,DEHRADUN,2005,Rabi       ,other oilseeds,7,5
Uttarakhand,DEHRADUN,2005,Rabi       ,Peas & beans (Pulses),326,260
Uttarakhand,DEHRADUN,2005,Rabi       ,Rapeseed &Mustard,1194,879
Uttarakhand,DEHRADUN,2005,Rabi       ,Wheat,23057,34236
Uttarakhand,DEHRADUN,2005,Whole Year ,Dry ginger,823,7443
Uttarakhand,DEHRADUN,2005,Whole Year ,Onion,31,341
Uttarakhand,DEHRADUN,2005,Whole Year ,Potato,1332,19526
Uttarakhand,DEHRADUN,2005,Whole Year ,Sugarcane,4899,322354
Uttarakhand,DEHRADUN,2005,Whole Year ,Tobacco,14,49
Uttarakhand,DEHRADUN,2006,Kharif     ,Arhar/Tur,100,51
Uttarakhand,DEHRADUN,2006,Kharif     ,Groundnut,163,179
Uttarakhand,DEHRADUN,2006,Kharif     ,Horse-gram,636,401
Uttarakhand,DEHRADUN,2006,Kharif     ,Maize,10681,17667
Uttarakhand,DEHRADUN,2006,Kharif     ,Moong(Green Gram),1,1
Uttarakhand,DEHRADUN,2006,Kharif     ,Other Cereals & Millets,132,69
Uttarakhand,DEHRADUN,2006,Kharif     ,Other Kharif pulses,966,571
Uttarakhand,DEHRADUN,2006,Kharif     ,other oilseeds,85,47
Uttarakhand,DEHRADUN,2006,Kharif     ,Potato,301,3311
Uttarakhand,DEHRADUN,2006,Kharif     ,Ragi,1993,2664
Uttarakhand,DEHRADUN,2006,Kharif     ,Rice,12091,24734
Uttarakhand,DEHRADUN,2006,Kharif     ,Sesamum,142,35
Uttarakhand,DEHRADUN,2006,Kharif     ,Small millets,1494,1180
Uttarakhand,DEHRADUN,2006,Kharif     ,Soyabean,14,11
Uttarakhand,DEHRADUN,2006,Kharif     ,Urad,648,453
Uttarakhand,DEHRADUN,2006,Rabi       ,Barley,867,1349
Uttarakhand,DEHRADUN,2006,Rabi       ,Gram,43,34
Uttarakhand,DEHRADUN,2006,Rabi       ,Masoor,496,301
Uttarakhand,DEHRADUN,2006,Rabi       ,Other  Rabi pulses,4,2
Uttarakhand,DEHRADUN,2006,Rabi       ,other oilseeds,961,505
Uttarakhand,DEHRADUN,2006,Rabi       ,Peas & beans (Pulses),233,152
Uttarakhand,DEHRADUN,2006,Rabi       ,Potato,976,13670
Uttarakhand,DEHRADUN,2006,Rabi       ,Rapeseed &Mustard,306,207
Uttarakhand,DEHRADUN,2006,Rabi       ,Wheat,23270,51809
Uttarakhand,DEHRADUN,2006,Whole Year ,Dry ginger,531,5221
Uttarakhand,DEHRADUN,2006,Whole Year ,Garlic,23,46
Uttarakhand,DEHRADUN,2006,Whole Year ,Onion,42,386
Uttarakhand,DEHRADUN,2006,Whole Year ,Sugarcane,4855,309749
Uttarakhand,DEHRADUN,2006,Whole Year ,Tobacco,1,4
Uttarakhand,DEHRADUN,2006,Whole Year ,Turmeric,11,22
Uttarakhand,DEHRADUN,2007,Kharif     ,Arhar/Tur,269,212
Uttarakhand,DEHRADUN,2007,Kharif     ,Dry chillies,366,89
Uttarakhand,DEHRADUN,2007,Kharif     ,Groundnut,151,128
Uttarakhand,DEHRADUN,2007,Kharif     ,Horse-gram,652,619
Uttarakhand,DEHRADUN,2007,Kharif     ,Maize,11006,23349
Uttarakhand,DEHRADUN,2007,Kharif     ,Other Cereals & Millets,1441,1237
Uttarakhand,DEHRADUN,2007,Kharif     ,Other Kharif pulses,1110,925
Uttarakhand,DEHRADUN,2007,Kharif     ,other oilseeds,13,7
Uttarakhand,DEHRADUN,2007,Kharif     ,Potato,311,4157
Uttarakhand,DEHRADUN,2007,Kharif     ,Ragi,2108,3612
Uttarakhand,DEHRADUN,2007,Kharif     ,Rice,11795,25112
Uttarakhand,DEHRADUN,2007,Kharif     ,Sesamum,149,33
Uttarakhand,DEHRADUN,2007,Kharif     ,Soyabean,7,6
Uttarakhand,DEHRADUN,2007,Kharif     ,Urad,834,717
Uttarakhand,DEHRADUN,2007,Rabi       ,Barley,842,1371
Uttarakhand,DEHRADUN,2007,Rabi       ,Gram,30,25
Uttarakhand,DEHRADUN,2007,Rabi       ,Masoor,510,318
Uttarakhand,DEHRADUN,2007,Rabi       ,Other  Rabi pulses,2,1
Uttarakhand,DEHRADUN,2007,Rabi       ,other oilseeds,811,243
Uttarakhand,DEHRADUN,2007,Rabi       ,Peas & beans (Pulses),331,254
Uttarakhand,DEHRADUN,2007,Rabi       ,Potato,845,6869
Uttarakhand,DEHRADUN,2007,Rabi       ,Rapeseed &Mustard,254,168
Uttarakhand,DEHRADUN,2007,Rabi       ,Wheat,21717,48286
Uttarakhand,DEHRADUN,2007,Whole Year ,Dry ginger,646,7047
Uttarakhand,DEHRADUN,2007,Whole Year ,Garlic,73,131
Uttarakhand,DEHRADUN,2007,Whole Year ,Onion,35,257
Uttarakhand,DEHRADUN,2007,Whole Year ,Sugarcane,4988,314244
Uttarakhand,DEHRADUN,2007,Whole Year ,Tobacco,1,3
Uttarakhand,DEHRADUN,2007,Whole Year ,Turmeric,8,17
Uttarakhand,DEHRADUN,2008,Kharif     ,Arhar/Tur,236,223
Uttarakhand,DEHRADUN,2008,Kharif     ,Bajra,20,19
Uttarakhand,DEHRADUN,2008,Kharif     ,Groundnut,89,76
Uttarakhand,DEHRADUN,2008,Kharif     ,Horse-gram,561,533
Uttarakhand,DEHRADUN,2008,Kharif     ,Maize,10659,16938
Uttarakhand,DEHRADUN,2008,Kharif     ,Moong(Green Gram),4,1
Uttarakhand,DEHRADUN,2008,Kharif     ,Moth,281,98
Uttarakhand,DEHRADUN,2008,Kharif     ,Other Cereals & Millets,1348,1130
Uttarakhand,DEHRADUN,2008,Kharif     ,Other Kharif pulses,944,788
Uttarakhand,DEHRADUN,2008,Kharif     ,other oilseeds,39,20
Uttarakhand,DEHRADUN,2008,Kharif     ,Potato,195,2749
Uttarakhand,DEHRADUN,2008,Kharif     ,Ragi,1966,3541
Uttarakhand,DEHRADUN,2008,Kharif     ,Rice,11428,23706
Uttarakhand,DEHRADUN,2008,Kharif     ,Sesamum,296,70
Uttarakhand,DEHRADUN,2008,Kharif     ,Soyabean,7,5
Uttarakhand,DEHRADUN,2008,Kharif     ,Urad,861,580
Uttarakhand,DEHRADUN,2008,Rabi       ,Barley,695,301
Uttarakhand,DEHRADUN,2008,Rabi       ,Gram,34,19
Uttarakhand,DEHRADUN,2008,Rabi       ,Masoor,426,176
Uttarakhand,DEHRADUN,2008,Rabi       ,other oilseeds,708,531
Uttarakhand,DEHRADUN,2008,Rabi       ,Peas & beans (Pulses),145,60
Uttarakhand,DEHRADUN,2008,Rabi       ,Potato,754,13854
Uttarakhand,DEHRADUN,2008,Rabi       ,Rapeseed &Mustard,316,207
Uttarakhand,DEHRADUN,2008,Rabi       ,Wheat,20700,39422
Uttarakhand,DEHRADUN,2008,Whole Year ,Dry ginger,643,8982
Uttarakhand,DEHRADUN,2008,Whole Year ,Garlic,19,31
Uttarakhand,DEHRADUN,2008,Whole Year ,Onion,32,205
Uttarakhand,DEHRADUN,2008,Whole Year ,Sugarcane,4966,313851
Uttarakhand,DEHRADUN,2008,Whole Year ,Turmeric,7,16
Uttarakhand,DEHRADUN,2009,Kharif     ,Arhar/Tur,221,208
Uttarakhand,DEHRADUN,2009,Kharif     ,Groundnut,82,70
Uttarakhand,DEHRADUN,2009,Kharif     ,Horse-gram,604,574
Uttarakhand,DEHRADUN,2009,Kharif     ,Maize,10325,16427
Uttarakhand,DEHRADUN,2009,Kharif     ,Other Cereals & Millets,66,35
Uttarakhand,DEHRADUN,2009,Kharif     ,Other Kharif pulses,1208,1013
Uttarakhand,DEHRADUN,2009,Kharif     ,other oilseeds,58,43
Uttarakhand,DEHRADUN,2009,Kharif     ,Potato,289,2764
Uttarakhand,DEHRADUN,2009,Kharif     ,Ragi,1817,2525
Uttarakhand,DEHRADUN,2009,Kharif     ,Rice,11168,21268
Uttarakhand,DEHRADUN,2009,Kharif     ,Sesamum,204,39
Uttarakhand,DEHRADUN,2009,Kharif     ,Small millets,1420,1099
Uttarakhand,DEHRADUN,2009,Kharif     ,Soyabean,10,7
Uttarakhand,DEHRADUN,2009,Kharif     ,Urad,563,378
Uttarakhand,DEHRADUN,2009,Rabi       ,Barley,823,1403
Uttarakhand,DEHRADUN,2009,Rabi       ,Gram,23,20
Uttarakhand,DEHRADUN,2009,Rabi       ,Masoor,432,259
Uttarakhand,DEHRADUN,2009,Rabi       ,Other  Rabi pulses,4,3
Uttarakhand,DEHRADUN,2009,Rabi       ,other oilseeds,732,219
Uttarakhand,DEHRADUN,2009,Rabi       ,Peas & beans (Pulses),246,177
Uttarakhand,DEHRADUN,2009,Rabi       ,Potato,1216,17179
Uttarakhand,DEHRADUN,2009,Rabi       ,Rapeseed &Mustard,277,255
Uttarakhand,DEHRADUN,2009,Rabi       ,Wheat,20796,44126
Uttarakhand,DEHRADUN,2009,Whole Year ,Dry ginger,630,6188
Uttarakhand,DEHRADUN,2009,Whole Year ,Garlic,25,63
Uttarakhand,DEHRADUN,2009,Whole Year ,Onion,43,258
Uttarakhand,DEHRADUN,2009,Whole Year ,Sugarcane,4556,267437
Uttarakhand,DEHRADUN,2009,Whole Year ,Turmeric,12,12
Uttarakhand,DEHRADUN,2010,Kharif     ,Arhar/Tur,235,208
Uttarakhand,DEHRADUN,2010,Kharif     ,Groundnut,128,138
Uttarakhand,DEHRADUN,2010,Kharif     ,Horse-gram,722,614
Uttarakhand,DEHRADUN,2010,Kharif     ,Maize,9540,17522
Uttarakhand,DEHRADUN,2010,Kharif     ,Moth,5,2
Uttarakhand,DEHRADUN,2010,Kharif     ,Other Cereals & Millets,1646,1457
Uttarakhand,DEHRADUN,2010,Kharif     ,Other Kharif pulses,1030,1094
Uttarakhand,DEHRADUN,2010,Kharif     ,other oilseeds,69,31
Uttarakhand,DEHRADUN,2010,Kharif     ,Ragi,1902,3191
